,USPS,ST,NAME,ZCTA5,LAT,LON
615,Auckland,NZ-AUK,West Lynn,1022,-36.8588559,174.7301604
2041,Auckland,NZ-AUK,Queen Street South West,1010,-36.85849549,174.7606357
191,Auckland,NZ-AUK,Karangahape,1010,-36.85752116,174.7579846
2088,Auckland,NZ-AUK,Aorere Central,1052,-36.85676773,174.7811887
486,Auckland,NZ-AUK,Birdwood West,614,-36.8560423,174.5930473
624,Auckland,NZ-AUK,Parnell West,1052,-36.8554763,174.7805576
633,Auckland,NZ-AUK,Parnell East,1052,-36.8554763,174.7805576
669,Auckland,NZ-AUK,Kohimarama,1071,-36.8545594,174.8368338
587,Auckland,NZ-AUK,Freemans Bay,1011,-36.8535101,174.7511826
569,Auckland,NZ-AUK,Westmere North,1022,-36.8534456,174.719552
573,Auckland,NZ-AUK,Westmere South-Western Springs,1022,-36.8534456,174.719552
2087,Auckland,NZ-AUK,Aorere North,1052,-36.85238963,174.7785491
677,Auckland,NZ-AUK,Saint Heliers West,1074,-36.8513775,174.857942
680,Auckland,NZ-AUK,Saint Heliers North,1074,-36.8513775,174.857942
684,Auckland,NZ-AUK,Saint Heliers South,1074,-36.8513775,174.857942
1912,Auckland,NZ-AUK,Waitakere,816,-36.8509002,174.5424508
574,Auckland,NZ-AUK,Ponsonby West,1011,-36.8500818,174.7421365
581,Auckland,NZ-AUK,Ponsonby East,1011,-36.8500818,174.7421365
2040,Auckland,NZ-AUK,Queen Street,1010,-36.84912936,174.7654207
542,Auckland,NZ-AUK,Henderson North,610,-36.84899675,174.6299053
550,Auckland,NZ-AUK,Henderson Central,610,-36.84899675,174.6299053
554,Auckland,NZ-AUK,Henderson North East,610,-36.84899675,174.6299053
558,Auckland,NZ-AUK,Henderson East,610,-36.84899675,174.6299053
617,Auckland,NZ-AUK,The Strand,1053,-36.8485305,174.7793378
664,Auckland,NZ-AUK,Mission Bay,1071,-36.848267,174.831802
591,Auckland,NZ-AUK,Victoria Park,1010,-36.84687565,174.7542105
608,Auckland,NZ-AUK,Anzac Avenue,1053,-36.8467885,174.7719331
599,Auckland,NZ-AUK,Quay Street-Customs Street,37414,-36.8466153,174.7779249
603,Auckland,NZ-AUK,Shortland Street,1010,-36.8464054,174.7663075
924,Auckland,NZ-AUK,Massey South,614,-36.84562988,174.6106056
572,Auckland,NZ-AUK,Saint Marys Bay,1011,-36.8447404,174.7454914
568,Auckland,NZ-AUK,Herne Bay,1011,-36.8425074,174.7363827
582,Auckland,NZ-AUK,Wynyard-Viaduct,1001,-36.8417368,174.7555727
514,Auckland,NZ-AUK,Te Atatu Peninsula North West,1530,-36.8411219,174.6518628
525,Auckland,NZ-AUK,Te Atatu Peninsula Central,1530,-36.8411219,174.6518628
528,Auckland,NZ-AUK,Te Atatu Peninsula West,1530,-36.8411219,174.6518628
533,Auckland,NZ-AUK,Te Atatu Peninsula East,1530,-36.8411219,174.6518628
500,Auckland,NZ-AUK,Massey West,614,-36.84016,174.6058694
508,Auckland,NZ-AUK,Massey East,1530,-36.8332465,174.6293807
499,Auckland,NZ-AUK,Royal Heights North,1530,-36.8332032,174.6304752
506,Auckland,NZ-AUK,Royal Heights South,1530,-36.8332032,174.6304752
597,Auckland,NZ-AUK,Devonport,624,-36.8321354,174.7976906
118,Auckland,NZ-AUK,Massey Royal Road West,614,-36.83211738,174.6209761
923,Auckland,NZ-AUK,Massey Central,614,-36.83116978,174.6211628
583,Auckland,NZ-AUK,Stanley Point,37414,-36.8285195,174.7726537
436,Auckland,NZ-AUK,Muriwai,881,-36.8249997,174.4387813
444,Auckland,NZ-AUK,Muriwai Valley-Bethells Beach,881,-36.8249997,174.4387813
606,Auckland,NZ-AUK,Cheltenham,624,-36.8238015,174.806976
454,Auckland,NZ-AUK,Taupaki,816,-36.8209613,174.5504354
491,Auckland,NZ-AUK,West Harbour Luckens Point,155,-36.820556,174.6387504
483,Auckland,NZ-AUK,West Harbour West,618,-36.8194969,174.6320913
481,Auckland,NZ-AUK,Westgate South,614,-36.8181783,174.608984
538,Auckland,NZ-AUK,Chatswood,626,-36.8178641,174.710109
117,Auckland,NZ-AUK,Inlet Waitemata Harbour,624,-36.81614418,174.7981368
556,Auckland,NZ-AUK,Northcote Point (Auckland),2627,-36.8159392,174.7453889
1978,Auckland,NZ-AUK,Bayswater,622,-36.81371653,174.7780218
577,Auckland,NZ-AUK,Narrow Neck,624,-36.8127569,174.7977556
488,Auckland,NZ-AUK,West Harbour Clearwater Cove,618,-36.8108534,174.6455263
548,Auckland,NZ-AUK,Northcote South (Auckland),1,-36.80809985,174.7347998
120,Auckland,NZ-AUK,Northcote Tuff Crater,627,-36.80187981,174.7590022
546,Auckland,NZ-AUK,Northcote Central (Auckland),627,-36.8010969,174.7452083
478,Auckland,NZ-AUK,Hobsonville,618,-36.799239,174.6473532
532,Auckland,NZ-AUK,Birkenhead West,626,-36.7987097,174.7124758
540,Auckland,NZ-AUK,Birkenhead North,626,-36.7987097,174.7124758
549,Auckland,NZ-AUK,Birkenhead South,626,-36.7987097,174.7124758
561,Auckland,NZ-AUK,Hauraki,622,-36.7971809,174.7805076
547,Auckland,NZ-AUK,Akoranga,2627,-36.79702095,174.760984
511,Auckland,NZ-AUK,Birkdale North,6126,-36.79611,174.6947805
524,Auckland,NZ-AUK,Birkdale South,6126,-36.79611,174.6947805
722,Auckland,NZ-AUK,Ostend,1081,-36.7960232,175.0480079
712,Auckland,NZ-AUK,Surfdale,1081,-36.7946633,175.0272472
460,Auckland,NZ-AUK,Whenuapai,618,-36.794101,174.6153747
534,Auckland,NZ-AUK,Hillcrest North (Auckland),0,-36.79315445,174.7434547
537,Auckland,NZ-AUK,Hillcrest East (Auckland),0,-36.79315445,174.7434547
748,Auckland,NZ-AUK,Waiheke East,0,-36.7930971,175.088401
501,Auckland,NZ-AUK,Beach Haven West,6126,-36.7922306,174.6849502
507,Auckland,NZ-AUK,Beach Haven East,6126,-36.7922306,174.6849502
520,Auckland,NZ-AUK,Beach Haven South,6126,-36.7922306,174.6849502
487,Auckland,NZ-AUK,Hobsonville Point,618,-36.7911922,174.6649677
116,Auckland,NZ-AUK,Kumeu Rural East,891,-36.79040383,174.5437329
536,Auckland,NZ-AUK,Hillcrest West (Auckland),627,-36.7900549,174.7357925
743,Auckland,NZ-AUK,Onetangi,1971,-36.7891861,175.0825819
541,Auckland,NZ-AUK,Takapuna West,622,-36.7878213,174.7729913
543,Auckland,NZ-AUK,Takapuna Central,622,-36.7878213,174.7729913
560,Auckland,NZ-AUK,Takapuna South,622,-36.7878213,174.7729913
1061,Auckland,NZ-AUK,Westlake,627,-36.78145597,174.7500109
510,Auckland,NZ-AUK,Glenfield North,629,-36.7802226,174.7224999
513,Auckland,NZ-AUK,Glenfield West,629,-36.7802226,174.7224999
515,Auckland,NZ-AUK,Glenfield South West,629,-36.7802226,174.7224999
521,Auckland,NZ-AUK,Glenfield Central,629,-36.7802226,174.7224999
526,Auckland,NZ-AUK,Glenfield East,629,-36.7802226,174.7224999
1950,Auckland,NZ-AUK,Wairau Valley,627,-36.77820574,174.7443543
441,Auckland,NZ-AUK,Kumeu-Huapai,810,-36.7767954,174.5586402
114,Auckland,NZ-AUK,Waipatukahu,883,-36.776,174.449
1976,Auckland,NZ-AUK,Milford West,620,-36.77532824,174.7550796
438,Auckland,NZ-AUK,Kumeu Rural West,810,-36.7753095,174.5546604
493,Auckland,NZ-AUK,Bayview East,629,-36.7745922,174.707459
497,Auckland,NZ-AUK,Bayview West,629,-36.7745922,174.707459
504,Auckland,NZ-AUK,Bayview South,629,-36.7745922,174.707459
475,Auckland,NZ-AUK,Greenhithe West,6126,-36.7736199,174.6738918
477,Auckland,NZ-AUK,Greenhithe East,6126,-36.7736199,174.6738918
479,Auckland,NZ-AUK,Greenhithe South,6126,-36.7736199,174.6738918
1977,Auckland,NZ-AUK,Milford Central,620,-36.7713405,174.7657225
509,Auckland,NZ-AUK,Forrest Hill North,620,-36.7709471,174.7516542
516,Auckland,NZ-AUK,Forrest Hill West,620,-36.7709471,174.7516542
517,Auckland,NZ-AUK,Forrest Hill East,620,-36.7709471,174.7516542
434,Auckland,NZ-AUK,Waimauku,812,-36.768641,174.4873615
498,Auckland,NZ-AUK,Totara Vale North,732,-36.7619785,174.72969
502,Auckland,NZ-AUK,Totara Vale South,732,-36.7619785,174.72969
518,Auckland,NZ-AUK,Castor Bay,620,-36.7600215,174.767214
495,Auckland,NZ-AUK,Sunnynook South,0,-36.7594387,174.7400151
496,Auckland,NZ-AUK,Sunnynook North,0,-36.7594387,174.7400151
115,Auckland,NZ-AUK,Gulf Islands,1971,-36.75783728,175.1722232
453,Auckland,NZ-AUK,Paremoremo West,793,-36.7569298,174.6440862
456,Auckland,NZ-AUK,Paremoremo East,793,-36.7569298,174.6440862
484,Auckland,NZ-AUK,Unsworth Heights West,629,-36.7567911,174.7118528
489,Auckland,NZ-AUK,Unsworth Heights East,629,-36.7567911,174.7118528
471,Auckland,NZ-AUK,Schnapper Rock,632,-36.7562125,174.6949602
450,Auckland,NZ-AUK,Riverhead,892,-36.7550981,174.5943887
505,Auckland,NZ-AUK,Campbells Bay,732,-36.7454921,174.7619515
473,Auckland,NZ-AUK,North Harbour,632,-36.7454676,174.6953148
422,Auckland,NZ-AUK,Waikoukou Valley,882,-36.741944,174.5153117
482,Auckland,NZ-AUK,Windsor Park,732,-36.741093,174.7369048
468,Auckland,NZ-AUK,Albany South,632,-36.7401538,174.6892525
490,Auckland,NZ-AUK,Mairangi Bay North,732,-36.7384315,174.7527027
492,Auckland,NZ-AUK,Mairangi Bay South,732,-36.7384315,174.7527027
480,Auckland,NZ-AUK,Murrays Bay West,732,-36.7335047,174.7530787
485,Auckland,NZ-AUK,Murrays Bay East,732,-36.7335047,174.7530787
463,Auckland,NZ-AUK,Albany Central,632,-36.7270579,174.6980553
464,Auckland,NZ-AUK,Albany West,632,-36.7270579,174.6980553
472,Auckland,NZ-AUK,Pinehill,630,-36.7253311,174.7279214
476,Auckland,NZ-AUK,Rothesay Bay,630,-36.7234322,174.7477535
465,Auckland,NZ-AUK,Oteha East,630,-36.7182331,174.7239574
467,Auckland,NZ-AUK,Oteha West,630,-36.7182331,174.7239574
446,Auckland,NZ-AUK,Coatesville,793,-36.7170336,174.6393415
457,Auckland,NZ-AUK,Albany Heights,632,-36.7168189,174.6927881
469,Auckland,NZ-AUK,Browns Bay South West,630,-36.7157939,174.7462537
470,Auckland,NZ-AUK,Browns Bay Central,630,-36.7157939,174.7462537
474,Auckland,NZ-AUK,Browns Bay South East,630,-36.7157939,174.7462537
459,Auckland,NZ-AUK,Fairview Heights,632,-36.7106379,174.7117517
466,Auckland,NZ-AUK,Northcross,630,-36.7092645,174.7277975
1060,Auckland,NZ-AUK,Waiake,630,-36.70795528,174.7477527
462,Auckland,NZ-AUK,Torbay,630,-36.7041724,174.748514
1831,Auckland,NZ-AUK,Glamorgan,630,-36.70186002,174.7349168
868,Waikato,NZ-WKO,Totora-Kopu,816,-36.8922693,174.5379668
869,Waikato,NZ-WKO,Pukekawa,2018,-36.9077343,175.0469094
870,Waikato,NZ-WKO,Mountview,0,-36.86921205,174.7617795
871,Bay of Plenty,NZ-BOP,Palm Beach North,1081,-36.7816563,175.0435805
872,Bay of Plenty,NZ-BOP,Palm Beach South-Gravatt,1081,-36.7816563,175.0435805
873,Bay of Plenty,NZ-BOP,Otara-Tirohanga,2023,-36.9640945,174.8769413
874,Hawke's Bay,NZ-HKB,Cornwall Park,0,-36.88831745,174.7760119
875,Hawke's Bay,NZ-HKB,Parkhaven,0,-37.089896,174.9419266
876,Wellington,NZ-WGN,Aotea,991,-36.1994214,175.4172866
877,Wellington,NZ-WGN,Eastern Bays,0,-36.59528285,174.6886684
878,Nelson,NZ-NSN,Tahuna Hills,944,-36.5969449,174.6727028
879,Nelson,NZ-NSN,Victory,1001,-36.8454355,174.7518232
880,Nelson,NZ-NSN,Rutherford,2012,-36.88366395,174.9157567
881,Nelson,NZ-NSN,Suffolk,0,-36.8631717,174.7543921
882,Marlborough,NZ-MBH,Whitney West,0,-36.9067769,174.7079059
883,Marlborough,NZ-MBH,Whitney East,0,-36.9067769,174.7079059
884,Canterbury,NZ-CAN,Ashgrove,0,-36.97082965,174.805148
885,Canterbury,NZ-CAN,Regents Park,0,-36.88524795,174.8165167
886,Canterbury,NZ-CAN,Hawthornden,0,-36.89759595,174.9342506
887,Canterbury,NZ-CAN,Brookhaven-Ferrymead,931,-36.5747485,174.6777265
888,Canterbury,NZ-CAN,Eastern Bays-Banks Peninsula,0,-36.59528285,174.6886684
889,Canterbury,NZ-CAN,Hadlow,0,-36.8669874,174.7418988
890,Canterbury,NZ-CAN,Fraser Park,0,-36.8509391,174.7771814
891,Otago,NZ-OTA,Bush Road,632,-36.7514949,174.7070749
892,Otago,NZ-OTA,Campus West,1052,-36.8652556,174.7780515
893,Otago,NZ-OTA,Campus North,2,-36.8632627,174.7787477
894,Otago,NZ-OTA,Campus South,2,-36.8632627,174.7787477
895,Northland,NZ-NTL,Russell Forest-Rawhiti,4020,-38.6546526,178.0317111
896,Bay of Plenty,NZ-BOP,Victoria,4010,-38.6696461,178.017118
897,Gisborne,NZ-GIS,East Cape,0,-38.2511249,178.1489099
898,Gisborne,NZ-GIS,Waipaoa,4072,-38.4659336,177.8770481
899,Gisborne,NZ-GIS,Ruatoria-Raukumara,0,-37.8919955,178.3187514
900,Gisborne,NZ-GIS,Hangaroa,0,-38.6340127,177.536024
901,Gisborne,NZ-GIS,Te Arai,0,-38.7025422,177.8467828
902,Gisborne,NZ-GIS,Hexton,4071,-38.6139697,177.9734945
903,Gisborne,NZ-GIS,Makaraka-Awapuni,4071,-38.6494307,177.9596359
904,Gisborne,NZ-GIS,Te Hapara North,401,-38.6521493,177.9986161
905,Gisborne,NZ-GIS,Elgin,401,-38.6590975,177.9963791
906,Gisborne,NZ-GIS,Te Hapara South,401,-38.6521493,177.9986161
907,Gisborne,NZ-GIS,Te Hapara East,401,-38.6521493,177.9986161
908,Gisborne,NZ-GIS,Centennial Crescent,4010,-38.6613061,178.0058526
909,Gisborne,NZ-GIS,Whataupoko East,4010,-38.6527375,178.0278007
910,Gisborne,NZ-GIS,Whataupoko West,4010,-38.6527375,178.0278007
911,Gisborne,NZ-GIS,Gisborne Central,4010,-38.661326,178.0206487
912,Gisborne,NZ-GIS,Kaiti North,4020,-38.670065,178.0515385
913,Gisborne,NZ-GIS,Kaiti South,4020,-38.670065,178.0515385
914,Gisborne,NZ-GIS,Outer Kaiti,4020,-38.670065,178.0515385
915,Gisborne,NZ-GIS,Tamarau,4020,-38.6927787,178.0588424
916,Gisborne,NZ-GIS,Wainui-Okitu,56,-38.6836313,178.0747466
917,Hawke's Bay,NZ-HKB,Mangarara,0,-37.8648331,178.0743894
918,Taranaki,NZ-TKI,Mangawhio,0,-37.910183,178.3737479
919,Wellington,NZ-WGN,Vivian West,4020,-38.6664541,178.0496142
920,Wellington,NZ-WGN,Vivian East,4020,-38.6664541,178.0496142
921,Marlborough,NZ-MBH,Awatere,0,-37.670682,178.3562011
922,Northland,NZ-NTL,Pukenui,0,-39.484642,175.0969
458,Auckland,NZ-AUK,Awaruku,630,-36.6979747,174.7332948
455,Auckland,NZ-AUK,Long Bay,630,-36.6934261,174.7464929
419,Auckland,NZ-AUK,Helensville Rural,800,-36.6799207,174.4505396
926,Waikato,NZ-WKO,Rangiriri,3991,-38.90533,175.18695
927,Waikato,NZ-WKO,Hautapu,4791,-39.5934068,175.7102774
928,Manawatu-Wanganui,NZ-MWT,Tiroa,0,-38.5170955,175.4712296
929,Bay of Plenty,NZ-BOP,Waingarara-Waimana,0,-39.00146,174.81718
930,Gisborne,NZ-GIS,Riverdale,0,-40.0627168,175.4844758
931,Gisborne,NZ-GIS,Mangapapa North,0,-38.73161,175.08189
932,Gisborne,NZ-GIS,Mangapapa East,0,-38.73161,175.08189
933,Gisborne,NZ-GIS,Mangapapa South,0,-38.73161,175.08189
934,Taranaki,NZ-TKI,Stratford North,0,-39.1509402,174.7559028
935,Manawatu-Wanganui,NZ-MWT,Whangamomona,0,-39.1446568,174.7356271
936,Taranaki,NZ-TKI,Stratford Central,0,-39.1509402,174.7559028
937,Taranaki,NZ-TKI,Stratford South,0,-39.1509402,174.7559028
938,Taranaki,NZ-TKI,Ramanui,0,-39.3364547,174.9898481
939,Manawatu-Wanganui,NZ-MWT,Otangiwai-Ohura,0,-38.72163,175.10922
940,Manawatu-Wanganui,NZ-MWT,Ngapuke,0,-38.8865398,175.4149461
941,Manawatu-Wanganui,NZ-MWT,Taumarunui North,3920,-38.8813562,175.2662649
942,Manawatu-Wanganui,NZ-MWT,Taumarunui Central,3920,-38.8813562,175.2662649
943,Manawatu-Wanganui,NZ-MWT,Taumarunui East,3920,-38.8813562,175.2662649
944,Manawatu-Wanganui,NZ-MWT,National Park,3948,-39.1727294,175.4037274
945,Manawatu-Wanganui,NZ-MWT,Tangiwai,0,-39.4696287,175.5915241
946,Manawatu-Wanganui,NZ-MWT,Raetihi,4625,-39.390298,175.4230111
947,Manawatu-Wanganui,NZ-MWT,Ohakune,4625,-39.4169455,175.3996126
948,Manawatu-Wanganui,NZ-MWT,Waiouru,4825,-39.4772125,175.6697752
949,Manawatu-Wanganui,NZ-MWT,Upper Whanganui,0,-39.20091,175.20123
950,Manawatu-Wanganui,NZ-MWT,Mowhanau,4574,-39.8824259,174.9080448
951,Manawatu-Wanganui,NZ-MWT,Brunswick-Papaiti,0,-39.84516,175.0352097
952,Manawatu-Wanganui,NZ-MWT,Castlecliff West,4501,-39.9392955,174.9835768
953,Manawatu-Wanganui,NZ-MWT,Otamatea (Whanganui District),4571,-39.9077906,175.0192824
954,Manawatu-Wanganui,NZ-MWT,Castlecliff East,4501,-39.9392955,174.9835768
955,Manawatu-Wanganui,NZ-MWT,Springvale North,4501,-39.92735,175.0165662
956,Manawatu-Wanganui,NZ-MWT,St Johns Hill East,4500,-39.9172492,175.0366635
957,Manawatu-Wanganui,NZ-MWT,St Johns Hill West,4500,-39.9172492,175.0366635
958,Manawatu-Wanganui,NZ-MWT,Springvale West,4501,-39.92735,175.0165662
959,Manawatu-Wanganui,NZ-MWT,Springvale East,4501,-39.92735,175.0165662
960,Manawatu-Wanganui,NZ-MWT,Upper Aramoho,4500,-39.903325,175.0605999
961,Manawatu-Wanganui,NZ-MWT,Balgownie,4501,-39.94570035,175.0147492
962,Manawatu-Wanganui,NZ-MWT,Laird Park,0,-39.91870695,175.0417567
963,Manawatu-Wanganui,NZ-MWT,Wembley Park,0,-39.9077543,175.0703307
964,Manawatu-Wanganui,NZ-MWT,College Estate,4500,-39.932741,175.0383146
965,Manawatu-Wanganui,NZ-MWT,Gonville West,4501,-39.9419197,175.027059
966,Manawatu-Wanganui,NZ-MWT,Gonville North,4501,-39.9419197,175.027059
967,Manawatu-Wanganui,NZ-MWT,Cornmarket,0,-39.9221812,175.0506804
968,Manawatu-Wanganui,NZ-MWT,Gonville South,4501,-39.9419197,175.027059
969,Manawatu-Wanganui,NZ-MWT,Bastia-Durie Hill,4500,-39.9270314,175.0689863
970,Manawatu-Wanganui,NZ-MWT,Putiki,4500,-39.9457756,175.051977
971,Manawatu-Wanganui,NZ-MWT,Turakina,4581,-39.8917609,175.3796796
972,Manawatu-Wanganui,NZ-MWT,Otairi,0,-39.8544854,175.4965778
973,Manawatu-Wanganui,NZ-MWT,Taihape,4720,-39.6766915,175.7983062
974,Manawatu-Wanganui,NZ-MWT,Marton Rural,4710,-40.0722219,175.3791977
975,Manawatu-Wanganui,NZ-MWT,Marton North,4710,-40.0722219,175.3791977
976,Manawatu-Wanganui,NZ-MWT,Parewanui,0,-40.2332807,175.320854
977,Manawatu-Wanganui,NZ-MWT,Marton South,4710,-40.0722219,175.3791977
978,Manawatu-Wanganui,NZ-MWT,Bulls,0,-40.1745387,175.3848953
979,Manawatu-Wanganui,NZ-MWT,Kiwitea,4777,-40.0575038,175.6957996
980,Manawatu-Wanganui,NZ-MWT,Tokorangi,0,-40.0906987,175.4839003
981,Manawatu-Wanganui,NZ-MWT,Ohakea-Sanson,0,-40.2056,175.3151
982,Manawatu-Wanganui,NZ-MWT,Oroua Downs,0,-40.3683393,175.3207469
983,Manawatu-Wanganui,NZ-MWT,Awahuri,0,-40.2706354,175.5119016
984,Manawatu-Wanganui,NZ-MWT,Pohangina-Apiti,4884,-40.0884974,175.9012496
985,Manawatu-Wanganui,NZ-MWT,Taikorea,4473,-40.3678979,175.4037666
986,Manawatu-Wanganui,NZ-MWT,Makino,0,-40.1661006,175.5925083
987,Manawatu-Wanganui,NZ-MWT,Sandon,4702,-40.2204082,175.547856
988,Manawatu-Wanganui,NZ-MWT,Kimbolton North,0,-40.057472,175.7786658
989,Manawatu-Wanganui,NZ-MWT,Kimbolton West,0,-40.057472,175.7786658
990,Manawatu-Wanganui,NZ-MWT,Feilding Central,4702,-40.2262765,175.5644409
991,Manawatu-Wanganui,NZ-MWT,Kimbolton South,0,-40.057472,175.7786658
992,Manawatu-Wanganui,NZ-MWT,Kauwhata,4475,-40.2956964,175.5379844
993,Manawatu-Wanganui,NZ-MWT,Taonui,4478,-40.2550805,175.5969071
994,Manawatu-Wanganui,NZ-MWT,Newbury,4475,-40.3153329,175.5695593
995,Manawatu-Wanganui,NZ-MWT,Palmerston North Airport,4414,-40.32289885,175.6196401
996,Manawatu-Wanganui,NZ-MWT,Milson North,4414,-40.3312974,175.6072222
997,Manawatu-Wanganui,NZ-MWT,Cloverlea (Palmerston North City),4412,-40.3449611,175.5870035
998,Manawatu-Wanganui,NZ-MWT,Tremaine,4440,-40.3431525,175.6020968
999,Manawatu-Wanganui,NZ-MWT,Milson South,4414,-40.3312974,175.6072222
1000,Manawatu-Wanganui,NZ-MWT,Whakarongo,4414,-40.3285926,175.6735019
1001,Manawatu-Wanganui,NZ-MWT,Westbrook,4412,-40.3564502,175.5795449
1002,Manawatu-Wanganui,NZ-MWT,Takaro North,4412,-40.3570712,175.5939751
1003,Manawatu-Wanganui,NZ-MWT,Palmerston North Hospital,4414,-40.33935465,175.6197351
1004,Manawatu-Wanganui,NZ-MWT,Takaro South,4412,-40.3570712,175.5939751
1005,Manawatu-Wanganui,NZ-MWT,Roslyn (Palmerston North City),4414,-40.338646,175.6288867
1006,Manawatu-Wanganui,NZ-MWT,Kelvin Grove West,4414,-40.3305711,175.6490514
1007,Manawatu-Wanganui,NZ-MWT,Kelvin Grove North,4414,-40.3305711,175.6490514
1008,Manawatu-Wanganui,NZ-MWT,Papaioea North,0,-40.34318785,175.6235858
1009,Manawatu-Wanganui,NZ-MWT,Palmerston North Central,0,-40.356317,175.6112388
1010,Manawatu-Wanganui,NZ-MWT,Awapuni North,4412,-40.3721058,175.5900438
1011,Manawatu-Wanganui,NZ-MWT,Terrace End,4410,-40.3499011,175.6332584
1012,Manawatu-Wanganui,NZ-MWT,Papaioea South,0,-40.34318785,175.6235858
1013,Manawatu-Wanganui,NZ-MWT,Royal Oak (Palmerston North City),4414,-40.3360438,175.6522253
1014,Manawatu-Wanganui,NZ-MWT,Awapuni South,4412,-40.3721058,175.5900438
1015,Manawatu-Wanganui,NZ-MWT,Milverton,0,-40.35653315,175.6222185
1016,Manawatu-Wanganui,NZ-MWT,Hokowhitu Central,4410,-40.363187,175.6356772
1017,Manawatu-Wanganui,NZ-MWT,Hokowhitu East,4410,-40.363187,175.6356772
1018,Manawatu-Wanganui,NZ-MWT,Linton Camp,4820,-40.4121119,175.5931427
1019,Manawatu-Wanganui,NZ-MWT,Ashhurst,4810,-40.2893295,175.7557583
1020,Manawatu-Wanganui,NZ-MWT,Hokowhitu South,4410,-40.363187,175.6356772
1021,Manawatu-Wanganui,NZ-MWT,Aokautere,4410,-40.3675464,175.6626337
1022,Manawatu-Wanganui,NZ-MWT,Aokautere Rural,4410,-40.3675464,175.6626337
1023,Manawatu-Wanganui,NZ-MWT,Norsewood,4974,-40.0708139,176.2134558
1024,Manawatu-Wanganui,NZ-MWT,Papatawa,0,-40.3194966,175.9285008
1025,Manawatu-Wanganui,NZ-MWT,Mangatainoka,4982,-40.5539687,175.7171394
1026,Manawatu-Wanganui,NZ-MWT,Woodville,4920,-40.3370786,175.8667991
1027,Manawatu-Wanganui,NZ-MWT,Dannevirke West,4930,-40.2073897,176.0982442
1028,Manawatu-Wanganui,NZ-MWT,Dannevirke East,4930,-40.2073897,176.0982442
1029,Manawatu-Wanganui,NZ-MWT,Waitahora,0,-40.3233175,176.1821651
1030,Manawatu-Wanganui,NZ-MWT,Pahiatua,4910,-40.4533965,175.8406827
1031,Manawatu-Wanganui,NZ-MWT,Nireaha-Eketahuna,4900,-40.6440068,175.66348
1032,Manawatu-Wanganui,NZ-MWT,Kere Kere,0,-40.5075679,175.3529441
1033,Manawatu-Wanganui,NZ-MWT,Foxton Beach,4815,-40.4613776,175.2225541
1034,Manawatu-Wanganui,NZ-MWT,Foxton North,4814,-40.4730011,175.2822068
1035,Manawatu-Wanganui,NZ-MWT,Foxton South,4814,-40.4730011,175.2822068
1036,Manawatu-Wanganui,NZ-MWT,Waitarere,0,-40.5506895,175.1978162
1037,Manawatu-Wanganui,NZ-MWT,Waikawa (Horowhenua District),5573,-40.6938011,175.2082975
1038,Manawatu-Wanganui,NZ-MWT,Miranui,4821,-40.5239784,175.44774
1039,Manawatu-Wanganui,NZ-MWT,Donnelly Park,0,-40.61773695,175.2671305
1040,Manawatu-Wanganui,NZ-MWT,Kawiu South,5510,-40.6004398,175.2780322
1041,Manawatu-Wanganui,NZ-MWT,Kawiu North,5510,-40.6004398,175.2780322
1042,Manawatu-Wanganui,NZ-MWT,Levin Central,5510,-40.6218161,175.2865854
1043,Manawatu-Wanganui,NZ-MWT,Tararua,0,-40.3891365,176.0774294
1044,Manawatu-Wanganui,NZ-MWT,Shannon,4821,-40.5470917,175.4143863
1045,Manawatu-Wanganui,NZ-MWT,Queenwood (Horowhenua District),5510,-40.6201847,175.2964255
1046,Manawatu-Wanganui,NZ-MWT,Playford Park,0,-40.63079515,175.2931739
1047,Manawatu-Wanganui,NZ-MWT,Fairfield (Horowhenua District),5510,-40.6192582,175.3061371
1048,Manawatu-Wanganui,NZ-MWT,Taitoko,5510,-40.6218161,175.2865854
1049,Manawatu-Wanganui,NZ-MWT,Waiopehu,0,-40.7299792,175.3555825
1050,Manawatu-Wanganui,NZ-MWT,Makahika,0,-40.6378221,175.4384168
1051,Wellington,NZ-WGN,Tawa North,164,-40.06825445,175.3983144
1052,Wellington,NZ-WGN,Tawa South,164,-40.06825445,175.3983144
1053,Wellington,NZ-WGN,Tawa Central,164,-40.06825445,175.3983144
1054,Wellington,NZ-WGN,Douglas Park,3,-39.81006695,175.7876341
1055,Nelson,NZ-NSN,Marybank,4500,-39.9561078,175.062974
1056,Canterbury,NZ-CAN,Mairehau North,0,-40.5543459,175.5709114
1057,Canterbury,NZ-CAN,Mairehau South,0,-40.5543459,175.5709114
1058,Southland,NZ-STL,Waikaka,0,-38.68046,175.11177
1059,Northland,NZ-NTL,Tarewa,0,-44.6055987,170.268601
420,Auckland,NZ-AUK,Helensville,800,-36.6799207,174.4505396
439,Auckland,NZ-AUK,Okura Bush,0,-36.6733645,174.7068378
429,Auckland,NZ-AUK,Dairy Flat North,794,-36.6665605,174.6436474
430,Auckland,NZ-AUK,Dairy Flat West,794,-36.6665605,174.6436474
447,Auckland,NZ-AUK,Dairy Flat South,794,-36.6665605,174.6436474
418,Auckland,NZ-AUK,Parakai,830,-36.6604127,174.4331289
443,Auckland,NZ-AUK,Manly West,930,-36.6373222,174.7584209
1067,Waikato,NZ-WKO,St James,7700,-43.92285795,171.7204043
